CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
668,0,22,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,NP,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,73.99,15.41,5.43,4.35,0.43,0.25,0.05,0.04,0.03,0.01,0,0,0,99.99
669,0,22,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,NP,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,73.99,15.41,5.43,4.35,0.43,0.25,0.05,0.04,0.03,0.01,0,0,0,99.99
674,0,22,D,Eddie,2/4/2019 0:00, GOAT,ZZ_OTHER,NP,P,NP,P,NP,NP,NP,NP,P,NP,P,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,PPR,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,73.99,15.41,5.43,4.35,0.43,0.25,0.05,0.04,0.03,0.01,0,0,0,99.99
24,0,0,U,Eddie,11/27/2018 0:00, GOAT,ZZ_OTHER,NO,P,P,NP,NP,NP,NP,NP,NP,P,NO,P,P,NO,NO,NP,NP,P,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,COWDRIOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,POX,MASTITIS,CCPP,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,PPR,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,72.3,11.2,10.93,3.03,1.54,0.4,0.22,0.16,0.12,0.08,0.02,0,0,100
40,0,0,U,Eddie,12/3/2018 0:00, GOAT,ZZ_OTHER,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NO,NO,NO,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,ZZ_OTHER,13,ZZ_OTHER,MANGE MITE,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,LUNGWORM,POX,CCPP,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,73.61,9.11,7.27,5.87,3.66,0.35,0.08,0.03,0,0,0,0,0,99.98
42,0,0,U,Eddie,12/10/2018 0:00, GOAT,ZZ_OTHER,NP,P,P,NP,NP,NP,NP,NP,NP,P,NO,P,P,P,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,POX,MASTITIS,CCPP,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,LUNGWORM,PPR,PASTEUROLLOSIS,ZZ_OTHER,59.38,24.55,8.04,6.22,0.95,0.4,0.17,0.16,0.11,0.01,0.01,0,0,100
55,0,0,U,Eddie,12/13/2018 0:00, GOAT,ZZ_OTHER,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NO,P,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,ZZ_OTHER,13,ZZ_OTHER,MANGE MITE,TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,POX,CCPP,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,86.2,6.81,3.3,2.63,0.57,0.27,0.13,0.09,0,0,0,0,0,100
3712,0,0,U,veteddie_eddie,1/1/2020 0:00, GOAT,ZZ_OTHER,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,ZZ_OTHER,13,ZZ_OTHER,BRUCELLOSIS,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,POX,MANGE MITE,CCPP,COWDRIOSIS,LUNGWORM,PPR,PASTEUROLLOSIS,ZZ_OTHER,18.6621,18.6263,16.7165,14.894,13.26,9.34706,4.63011,2.32542,1.04846,0.45914,0.0262535,0.00477256,6.19E-14,100.0001161
2638,0,0,U,Eddie,11/7/2019 0:00, GOAT,PASTEUROLLOSIS,P,P,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,POX,CCPP,PASTEUROLLOSIS,PPR,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,COWDRIOSIS,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,ZZ_OTHER,47.31,42.6,7.61,1.01,0.5,0.29,0.24,0.21,0.14,0.06,0.02,0.01,0,100
1150,0,0,U,Eddie,3/13/2019 0:00, GOAT,BRUCELLOSIS,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,BRUCELLOSIS,1,BRUCELLOSIS,MASTITIS,BRUCELLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),CCPP,COWDRIOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,59.18,23.34,6.3,5.09,3.76,1.61,0.33,0.22,0.07,0.04,0.03,0.02,0,99.99
156,0,0,U,Eddie,12/31/2018 0:00, GOAT,CCPP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,P,P,NP,NP,NP,P,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,CCPP,2,CCPP,CCPP,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,PPR,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,ZZ_OTHER,47.39,15.59,13.31,6.53,5.91,5.15,4.21,0.76,0.73,0.35,0.06,0.02,0,100.01
163,0,0,U,Eddie,12/31/2018 0:00, GOAT,CCPP,P,NP,NP,NP,NP,P,NP,NP,P,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CCPP,2,CCPP,CCPP,POX,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,PPR,MASTITIS,BRUCELLOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,93.39,4.66,1.15,0.29,0.28,0.14,0.06,0.02,0.01,0.01,0,0,0,100.01
2354,0,43,D,Eddie,9/5/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),POX,LUNGWORM,BRUCELLOSIS,MASTITIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,COWDRIOSIS,PPR,ZZ_OTHER,75.08,11.78,3.93,3.44,3.4,1.2,0.46,0.28,0.2,0.13,0.08,0.02,0,100
3054,0,31,M,veteddie_eddie,2/7/2020 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,POX,TRICHOSTRONGIULOSIS,COWDRIOSIS,LUNGWORM,CCPP,PASTEUROLLOSIS,PPR,ZZ_OTHER,64.805,15.656,15.4411,2.084,0.577223,0.572094,0.557692,0.151126,0.118883,0.0362142,0.000594983,6.62E-05,9.25E-15,99.99999338
1100,0,0,U,Eddie,3/4/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NO,NP,NP,P,NP,NP,NP,P,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,COWDRIOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,POX,CCPP,PASTEUROLLOSIS,PPR,ZZ_OTHER,30.04,24.41,18.68,15.99,7.97,1.58,1.13,0.14,0.04,0.01,0,0,0,99.99
1168,0,0,U,Eddie,3/5/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),MASTITIS,LUNGWORM,BRUCELLOSIS,POX,CCPP,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,PPR,ZZ_OTHER,68.29,10.24,9.69,8.49,1.96,0.77,0.26,0.23,0.05,0.02,0.01,0,0,100.01
4647,0,15,D,veteddie_eddie,8/10/2020 0:00, GOAT,COWDRIOSIS,NP,P,P,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,P,NP,P,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,COWDRIOSIS,4,COWDRIOSIS,COWDRIOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CONTAGIOUS ECTHYMA (ORF),MASTITIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,BRUCELLOSIS,PPR,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,69.1424,16.4465,10.1875,3.05612,0.483279,0.244139,0.204211,0.0795488,0.0764729,0.0680612,0.0070228,0.00468741,1.01E-06,99.99994312
487,0,35,D,Eddie,2/12/2019 0:00, GOAT,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,5,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,POX,CCPP,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,BRUCELLOSIS,MANGE MITE,PASTEUROLLOSIS,PPR,ZZ_OTHER,65.85,25.45,6.42,1.81,0.16,0.15,0.08,0.04,0.01,0.01,0.01,0.01,0,100
3349,0,13,D,veteddie_eddie,3/5/2020 0:00, GOAT,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,6,LUNGWORM,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,TRICHOSTRONGIULOSIS,MANGE MITE,CCPP,POX,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,65.9583,15.8817,10.2728,5.49278,1.13864,0.620483,0.532404,0.0910759,0.00639597,0.00451909,0.000925643,1.57E-05,4.31E-14,100.0000393
1132,0,0,U,Eddie,3/6/2019 0:00, GOAT,LUNGWORM,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,6,LUNGWORM,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,PASTEUROLLOSIS,PPR,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,47.62,23.08,17.89,5.42,1.96,1.81,1.4,0.8,0.02,0.01,0,0,0,100.01
2886,0,0,U,veteddie_eddie,2/19/2020 0:00, GOAT,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,6,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,POX,CCPP,MASTITIS,LUNGWORM,PASTEUROLLOSIS,COWDRIOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,25.7504,19.807,13.5085,12.7643,11.6325,10.1351,4.95642,1.15333,0.205083,0.0566827,0.0276009,0.00299771,7.33E-13,99.99991431
3680,0,6,M,veteddie_eddie,1/8/2020 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,BRUCELLOSIS,MASTITIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),POX,CCPP,COWDRIOSIS,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,88.2384,7.61874,2.07243,1.00284,0.56616,0.382361,0.104291,0.0145136,0.000238933,2.61E-05,2.57E-05,3.67E-07,4.10E-13,100.0000267
449,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,P,NP,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,COWDRIOSIS,POX,CCPP,PPR,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,56.82,20.76,16.69,3.42,1.46,0.56,0.15,0.08,0.02,0.02,0.02,0,0,100
450,0,0,U,Eddie,1/25/2019 0:00, GOAT,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,MANGE MITE,7,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CCPP,PPR,BRUCELLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,PASTEUROLLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,48.4,40.92,6.74,2.87,0.47,0.3,0.15,0.05,0.04,0.04,0.02,0,0,100
2495,0,33,M,Eddie,9/19/2019 0:00, GOAT,MASTITIS,NP,P,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MASTITIS,8,MASTITIS,MASTITIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),POX,BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CCPP,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,PPR,LUNGWORM,ZZ_OTHER,28.12,20.01,18.56,11.9,11.87,7.88,1.27,0.18,0.11,0.06,0.02,0.01,0,99.99
2589,0,42,D,Eddie,10/28/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,NP,NP,P,P,P,NP,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,POX,PASTEUROLLOSIS,CCPP,PPR,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,LUNGWORM,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,ZZ_OTHER,67.73,21.53,7.13,1.44,1.07,0.61,0.38,0.04,0.03,0.02,0.01,0.01,0,100
2444,0,38,M,Eddie,10/2/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,CCPP,PASTEUROLLOSIS,POX,PPR,LUNGWORM,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,65.04,21.93,10.91,1.77,0.32,0.02,0,0,0,0,0,0,0,99.99
490,0,0,U,Eddie,1/29/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,P,NP,P,P,NP,P,P,NP,P,NP,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,POX,PPR,CCPP,COWDRIOSIS,TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,ZZ_OTHER,39.75,32.62,23.94,3.51,0.11,0.08,0.01,0,0,0,0,0,0,100.02
626,0,0,U,Eddie,2/7/2019 0:00, GOAT,PASTEUROLLOSIS,NP,P,NP,P,NP,P,P,P,P,NP,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,9,PASTEUROLLOSIS,PASTEUROLLOSIS,CCPP,PPR,POX,LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,39.43,31.96,17.44,11.16,0.01,0,0,0,0,0,0,0,0,100
