CaseID,Date,Species,Age,Breed,Sex,UCDisease,AppDisease,ZZ_other
2923,16/08/2020,Cattle,Older than 2 Years,Cross,Female,Trypanosomosis,Trypanosomosis,
2924,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
2925,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2926,16/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
2927,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2928,16/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
2929,16/08/2020,Cattle,Older than 2 Years,Exotic,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2930,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2931,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2932,16/08/2020,Cattle,13-24 Months,Cross,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2933,16/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,Colibacillosis,
2934,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2935,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2936,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2937,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
2938,16/08/2020,Sheep,7-12 Months,Local,Male,Fasciolosis,Fasciolosis,
2939,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2940,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2941,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2942,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2943,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2944,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2945,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2946,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2947,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2948,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2949,16/08/2020,Cattle,7-12 Months,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2950,16/08/2020,Cattle,13-24 Months,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2951,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2952,16/08/2020,Cattle,13-24 Months,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2953,16/08/2020,Cattle,Older than 2 Years,Cross,Male,Fasciolosis,Fasciolosis,
2954,16/08/2020,Cattle,13-24 Months,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2955,16/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
2956,16/08/2020,Goats,13-24 Months,Local,Male,zz_Other,zz_Other,Death (history)
2957,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2958,16/08/2020,Sheep,7-12 Months,Local,Female,Fasciolosis,zz_Other,
2959,16/08/2020,Cattle,7-12 Months,Cross,Male,Trypanosomosis,Trypanosomosis,
2960,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
2961,16/08/2020,Sheep,13-24 Months,Local,Female,zz_Other,zz_Other,Death (history)
2962,16/08/2020,Cattle,7-12 Months,Local,Male,Anthrax,Anthrax,
2963,16/08/2020,Cattle,7-12 Months,Local,Male,Anthrax,Anthrax,
2964,16/08/2020,Cattle,Older than 2 Years,Local,Female,Anthrax,Anthrax,
2965,16/08/2020,Cattle,Older than 2 Years,Local,Female,Anthrax,Anthrax,
2966,16/08/2020,Cattle,13-24 Months,Cross,Male,Fasciolosis,Pasteurellosis_pneumonic,
2967,16/08/2020,Cattle,13-24 Months,Local,Male,Anthrax,Anthrax,
2968,16/08/2020,Sheep,13-24 Months,Local,Male,Cowdriosis,Cowdriosis,
2969,16/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
2970,16/08/2020,Sheep,Older than 2 Years,Local,Female,Cowdriosis,Cowdriosis,
2971,16/08/2020,Sheep,Older than 2 Years,Local,Male,Cowdriosis,Cowdriosis,
2972,16/08/2020,Cattle,13-24 Months,Cross,Male,GI parasites,GI parasites,
2973,16/08/2020,Sheep,13-24 Months,Local,Male,Fasciolosis,zz_Other,
2974,16/08/2020,Sheep,13-24 Months,Local,Male,Cowdriosis,Cowdriosis,
2975,16/08/2020,Cattle,Older than 2 Years,Local,Male,Babesiosis,Trypanosomosis,
2976,16/08/2020,Goats,13-24 Months,Local,Female,zz_Other,zz_Other,Death (history)
2977,16/08/2020,Sheep,13-24 Months,Local,Male,Fasciolosis,Fasciolosis,
2978,16/08/2020,Cattle,Older than 2 Years,Local,Female,Anthrax,Anthrax,
2979,16/08/2020,Cattle,13-24 Months,Local,Male,Anthrax,Anthrax,
2980,16/08/2020,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
2981,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2982,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2983,16/08/2020,Cattle,7-12 Months,Local,Male,Trypanosomosis,Trypanosomosis,
2984,16/08/2020,Cattle,13-24 Months,Local,Male,Anthrax,Anthrax,
2985,16/08/2020,Cattle,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,CBPP,
2986,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2987,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
2988,16/08/2020,Cattle,13-24 Months,Local,Male,Trypanosomosis,Trypanosomosis,
2989,16/08/2020,Goats,13-24 Months,Local,Male,Brucellosis,Pox,
2990,16/08/2020,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,Trypanosomosis,
2991,16/08/2020,Cattle,13-24 Months,Cross,Male,Trypanosomosis,Trypanosomosis,
2992,16/08/2020,Horse/Mule,13-24 Months,Local,Male,Epizootic lymphangitis,African horse sickness,
2993,16/08/2020,Horse/Mule,13-24 Months,Local,Male,Strangles,African horse sickness,
2994,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Anthrax,Anthrax,
2995,16/08/2020,Cattle,13-24 Months,Local,Female,Trypanosomosis,Trypanosomosis,
2996,16/08/2020,Horse/Mule,13-24 Months,Local,Male,Anthrax,Anthrax,
2997,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
2998,16/08/2020,Cattle,13-24 Months,Local,Female,Trypanosomosis,Trypanosomosis,
2999,16/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,GI parasites,
3000,16/08/2020,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3001,16/08/2020,Cattle,Older than 2 Years,Exotic,Female,zz_Other,LSD (Lumpy Skin Disease/,Occular/ Nasal discharge
3002,16/08/2020,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3003,16/08/2020,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3004,16/08/2020,Cattle,13-24 Months,Local,Male,Trypanosomosis,Trypanosomosis,
3005,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
3006,16/08/2020,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3007,16/08/2020,Cattle,Older than 2 Years,Cross,Male,GI parasites,GI parasites,
3008,16/08/2020,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3009,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3010,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
3011,16/08/2020,Sheep,7-12 Months,Local,Female,zz_Other,PPR,Hair loss (alopecia)
3012,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3013,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3014,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3015,16/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Blackleg /Black quarter,Stepping gait
3016,16/08/2020,Cattle,13-24 Months,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
3017,16/08/2020,Cattle,Older than 2 Years,Local,Female,zz_Other,Anthrax,Occular/ Nasal discharge
3018,16/08/2020,Cattle,Older than 2 Years,Local,Female,zz_Other,Anthrax,Occular/ Nasal discharge
3019,16/08/2020,Cattle,Older than 2 Years,Local,Male,Anthrax,Anthrax,
3020,16/08/2020,Sheep,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,PPR,
3021,16/08/2020,Goats,13-24 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3022,16/08/2020,Goats,13-24 Months,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3023,16/08/2020,Cattle,13-24 Months,Cross,Male,Trypanosomosis,Trypanosomosis,
3024,16/08/2020,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3025,16/08/2020,Goats,13-24 Months,Local,Female,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3026,16/08/2020,Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,PPR,
3027,16/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,GI parasites,
3028,16/08/2020,Sheep,7-12 Months,Local,Male,zz_Other,PPR,Hair loss (alopecia)
3029,16/08/2020,Cattle,13-24 Months,Cross,Female,Trypanosomosis,Trypanosomosis,
3030,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3031,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3032,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3033,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3034,16/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3035,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3036,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3037,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3038,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3039,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3040,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,CBPP,
3041,16/08/2020,Cattle,2 - 4 years,Local,Male,GI parasites,GI parasites,
3042,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3043,16/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,CBPP,
3044,16/08/2020,Sheep,13-24 Months,Local,Male,Fasciolosis,zz_Other,
3045,16/08/2020,Sheep,13-24 Months,Local,Male,Fasciolosis,PPR,
3046,16/08/2020,Sheep,Older than 2 Years,Local,Male,Fasciolosis,zz_Other,
3047,16/08/2020,Cattle,Older than 4 years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3048,16/08/2020,Sheep,Older than 2 Years,Local,Male,Fasciolosis,zz_Other,
3049,16/08/2020,Goats,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,PPR,
3050,16/08/2020,Sheep,Older than 2 Years,Local,Male,PPR,PPR,
3051,16/08/2020,Sheep,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,PPR,
3052,16/08/2020,Sheep,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,PPR,
3053,16/08/2020,Sheep,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,PPR,
3054,16/08/2020,Sheep,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,PPR,
3055,16/08/2020,Sheep,13-24 Months,Local,Female,Lungworm /Verminous pneumonia,PPR,
3056,16/08/2020,Sheep,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,PPR,
3057,16/08/2020,Goats,7 - 12 months,Local,Male,Pox,Pox,
3058,16/08/2020,Goats,7 - 12 months,Local,Male,Pox,Pox,
3059,16/08/2020,Sheep,Older than 2 Years,Local,Male,Lungworm /Verminous pneumonia,PPR,
3060,16/08/2020,Goats,7 - 12 months,Local,Male,Pox,Pox,
3061,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
3062,16/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,Colibacillosis,
3063,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
3064,16/08/2020,Cattle,2 - 4 years,Cross,Female,Trypanosomosis,Trypanosomosis,
3065,16/08/2020,Cattle,2 - 4 years,Cross,Female,Trypanosomosis,Trypanosomosis,
3066,16/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
3067,16/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,GI parasites,
3068,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3069,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3070,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3071,16/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
3508,16/08/2020,Cattle,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
3509,16/08/2020,Cattle,2 - 4 years,Local,Male,Lungworm /Verminous pneumonia,Lungworm /Verminous pneumonia,
3072,17/08/2020,Sheep,13-24 Months,Local,Female,Cowdriosis,Cowdriosis,
3073,17/08/2020,Sheep,13-24 Months,Local,Male,Hypoglycemia /Pregnancy toxemia,Hypoglycemia /Pregnancy toxemia,
3074,17/08/2020,Goats,13-24 Months,Local,Female,Mange mites,Mange mites,
3075,17/08/2020,Goats,Older than 2 Years,Local,Female,Contagious ecthyma /Orf/,Hypoglycemia /Pregnancy toxemia,
3076,17/08/2020,Sheep,Older than 2 Years,Local,Female,Contagious ecthyma /Orf/,zz_Other,
3077,17/08/2020,Cattle,Older than 2 Years,Local,Female,Anthrax,Anthrax,
3078,17/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,GI parasites,
3079,17/08/2020,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,Pasteurellosis_pneumonic,
3080,17/08/2020,Donkey,13-24 Months,Local,Male,GI_non-infectious_colic,zz_Other,
3081,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
3082,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3083,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
3084,17/08/2020,Donkey,13-24 Months,Local,Female,GI_non-infectious_colic,zz_Other,
3085,17/08/2020,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,Blackleg /Black quarter,
3086,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Blackleg /Black quarter,Stepping gait
3087,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Blackleg /Black quarter,Stepping gait
3088,17/08/2020,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
3089,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3090,17/08/2020,Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,Blackleg /Black quarter,
3091,17/08/2020,Cattle,13-24 Months,Local,Male,Colibacillosis,Colibacillosis,
3092,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Blackleg /Black quarter,Brisket edema
3093,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,FMD (Foot & Mouth Disease),
3094,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,Rabies,
3095,17/08/2020,Horse/Mule,13-24 Months,Local,Male,Epizootic lymphangitis,African horse sickness,
3096,17/08/2020,Horse/Mule,13-24 Months,Local,Male,Epizootic lymphangitis,Rabies,
3097,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,Trypanosomosis,
3098,17/08/2020,Horse/Mule,Older than 2 Years,Local,Female,Epizootic lymphangitis,zz_Other,
3099,17/08/2020,Cattle,13-24 Months,Local,Male,Babesiosis,Cowdriosis,
3100,17/08/2020,Cattle,Older than 2 Years,Local,Male,Babesiosis,Babesiosis,
3101,17/08/2020,Cattle,Older than 2 Years,Local,Male,Babesiosis,Babesiosis,
3102,17/08/2020,Cattle,13-24 Months,Local,Male,Babesiosis,Babesiosis,
3103,17/08/2020,Cattle,Older than 2 Years,Local,Female,zz_Other,Blackleg /Black quarter,Occular/ Nasal discharge
3104,17/08/2020,Cattle,Older than 2 Years,Local,Female,zz_Other,Colibacillosis,Occular/ Nasal discharge
3105,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Blackleg /Black quarter,Occular/ Nasal discharge
3106,17/08/2020,Sheep,13-24 Months,Local,Male,Mange mites,Cowdriosis,
3107,17/08/2020,Sheep,13-24 Months,Local,Female,Fasciolosis,zz_Other,
3108,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Babesiosis,Death (history)
3109,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3110,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Anthrax,Death (history)
3111,17/08/2020,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3112,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Colibacillosis,
3113,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Colibacillosis,
3114,17/08/2020,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3115,17/08/2020,Cattle,Older than 2 Years,Local,Male,Colibacillosis,Colibacillosis,
3116,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3117,17/08/2020,Cattle,Older than 2 Years,Local,Female,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3118,17/08/2020,Cattle,Older than 2 Years,Cross,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3119,17/08/2020,Cattle,13-24 Months,Local,Male,LSD (Lumpy Skin Disease/,CBPP,
3120,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,CBPP,
3121,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI parasites,Trypanosomosis,
3122,17/08/2020,Cattle,Older than 2 Years,Exotic,Female,LSD (Lumpy Skin Disease/,Colibacillosis,
3123,17/08/2020,Sheep,7-12 Months,Local,Female,Pasteurellosis_pneumonic,zz_Other,
3124,17/08/2020,Cattle,13-24 Months,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3125,17/08/2020,Cattle,7-12 Months,Local,Male,Fasciolosis,Fasciolosis,
3126,17/08/2020,Donkey,13-24 Months,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3127,17/08/2020,Goats,7-12 Months,Local,Female,zz_Other,PPR,Hair loss (alopecia)
3128,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,Anthrax,
3129,17/08/2020,Sheep,13-24 Months,Local,Female,Haemonchosis,Fasciolosis,
3130,17/08/2020,Cattle,Older than 2 Years,Local,Male,GI parasites,Colibacillosis,
3131,17/08/2020,Donkey,7-12 Months,Local,Male,GI parasites,Trypanosomosis,
3132,17/08/2020,Goats,13-24 Months,Local,Male,Pasteurellosis_pneumonic,zz_Other,
3133,17/08/2020,Cattle,Older than 2 Years,Local,Female,zz_Other,LSD (Lumpy Skin Disease/,Occular/ Nasal discharge
3134,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3135,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3136,17/08/2020,Donkey,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3137,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3138,17/08/2020,Goats,13-24 Months,Local,Male,zz_Other,Trichostrongylosis,Increased rate of resp.
3139,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3140,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Trypanosomosis,zz_Other,
3141,17/08/2020,Sheep,13-24 Months,Local,Male,Lungworm /Verminous pneumonia,zz_Other,
3142,17/08/2020,Sheep,7-12 Months,Local,Male,zz_Other,PPR,Increased rate of resp.
3143,17/08/2020,Sheep,13-24 Months,Cross,Male,Fasciolosis,zz_Other,
3144,17/08/2020,Goats,13-24 Months,Local,Male,zz_Other,Cowdriosis,Increased rate of resp.
3145,17/08/2020,Goats,13-24 Months,Local,Male,zz_Other,Cowdriosis,Increased rate of resp.
3146,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Cowdriosis,
3147,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3148,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3149,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,FMD (Foot & Mouth Disease),
3150,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,FMD (Foot & Mouth Disease),
3151,17/08/2020,Cattle,Older than 2 Years,Local,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3152,17/08/2020,Goats,13-24 Months,Local,Male,zz_Other,Cowdriosis,Increased rate of resp.
3153,17/08/2020,Cattle,13-24 Months,Local,Male,GI parasites,Blackleg /Black quarter,
3154,17/08/2020,Goats,Older than 2 Years,Local,Male,zz_Other,Hypoglycemia /Pregnancy toxemia,Increased rate of resp.
3155,17/08/2020,Sheep,13-24 Months,Local,Male,zz_Other,zz_Other,Hair loss (alopecia)
3156,17/08/2020,Horse/Mule,Older than 2 Years,Local,Female,Epizootic lymphangitis,Anthrax,
3157,17/08/2020,Cattle,Older than 2 Years,Local,Male,zz_Other,Trypanosomosis,Itching (pruritus)
3158,17/08/2020,Sheep,Older than 2 Years,Local,Male,Fasciolosis,zz_Other,
3159,17/08/2020,Cattle,13-24 Months,Local,Male,Babesiosis,Trypanosomosis,
3160,17/08/2020,Goats,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,zz_Other,
3161,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,Epizootic lymphangitis,African horse sickness,
3162,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI_non-infectious_colic,GI_non-infectious_colic,
3163,17/08/2020,Donkey,13-24 Months,Local,Male,Trypanosomosis,zz_Other,
3164,17/08/2020,Goats,13-24 Months,Local,Male,zz_Other,zz_Other,Hair loss (alopecia)
3165,17/08/2020,Sheep,Older than 2 Years,Local,Male,Fasciolosis,zz_Other,
3166,17/08/2020,Horse/Mule,Older than 2 Years,Local,Female,GI parasites,zz_Other,
3167,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI parasites,zz_Other,
3168,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI parasites,zz_Other,
3169,17/08/2020,Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,PPR,
3170,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI parasites,zz_Other,
3171,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3172,17/08/2020,Donkey,13-24 Months,Local,Male,Strangles,Resp_lower_bact,
3173,17/08/2020,Donkey,13-24 Months,Local,Female,Trypanosomosis,zz_Other,
3174,17/08/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
3175,17/08/2020,Cattle,Older than 2 Years,Exotic,Male,Trypanosomosis,Trypanosomosis,
3176,17/08/2020,Cattle,13-24 Months,Cross,Male,Trypanosomosis,Trypanosomosis,
3177,17/08/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
3178,17/08/2020,Donkey,13-24 Months,Local,Male,GI parasites,zz_Other,
3179,17/08/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
3180,17/08/2020,Goats,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,PPR,
3181,17/08/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
3182,17/08/2020,Horse/Mule,Older than 2 Years,Local,Male,GI_non-infectious_colic,zz_Other,
3183,17/08/2020,Sheep,13-24 Months,Local,Male,Fasciolosis,PPR,
3184,17/08/2020,Cattle,2 - 4 years,Local,Female,Trypanosomosis,Trypanosomosis,
3185,17/08/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
3186,17/08/2020,Cattle,Older than 2 Years,Cross,Male,LSD (Lumpy Skin Disease/,LSD (Lumpy Skin Disease/,
3187,17/08/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
3188,17/08/2020,Donkey,Older than 2 Years,Local,Male,GI parasites,Ascaris_foals,
3189,17/08/2020,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,Trypanosomosis,
3190,17/08/2020,Horse/Mule,2 - 4 years,Local,Male,Trypanosomosis,zz_Other,
3191,17/08/2020,Cattle,Older than 2 Years,Cross,Female,Trypanosomosis,Trypanosomosis,
3192,17/08/2020,Cattle,2 - 4 years,Local,Male,Trypanosomosis,Trypanosomosis,
3193,17/08/2020,Cattle,13-24 Months,Cross,Male,Trypanosomosis,Trypanosomosis,
3194,17/08/2020,Cattle,13-24 Months,Cross,Male,Trypanosomosis,Colibacillosis,
3195,17/08/2020,Horse/Mule,13-24 Months,Local,Male,GI_non-infectious_colic,zz_Other,
3196,17/08/2020,Cattle,2 - 4 years,Exotic,Female,Trypanosomosis,Trypanosomosis,
3197,17/08/2020,Donkey,13-24 Months,Local,Male,GI parasites,zz_Other,
