CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,sum_prob
905,0,0,U,Eddie,2/15/2019 0:00, SHEEP,HAEMONCHOSIS,P,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,FASCIOLOSIS,POX,COENUROSIS,NASAL BOT,COWDRIOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,57.32,17.71,13.92,3.58,3.56,2.11,0.81,0.54,0.25,0.18,0.02,0,0,0,100
1086,0,0,U,Eddie,2/26/2019 0:00, SHEEP,HAEMONCHOSIS,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HAEMONCHOSIS,5,HAEMONCHOSIS,HAEMONCHOSIS,POX,LUNGWORM,PASTEUROLLOSIS,FASCIOLOSIS,TRICHOSTRONGIULOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,PPR,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,COWDRIOSIS,ZZ_OTHER,44.88,19,15.17,9.48,5.29,3.61,1.86,0.28,0.28,0.09,0.02,0.02,0.01,0,99.99
136,0,0,U,Eddie,12/24/2018 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,P,P,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,HYPOCALCEMIA / PREGNANCY TOX.,6,HYPOCALCEMIA / PREGNANCY TOX.,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,PPR,COENUROSIS,FASCIOLOSIS,LUNGWORM,NASAL BOT,POX,CONTAGIOUS ECTHYMA (ORF),HAEMONCHOSIS,COWDRIOSIS,MANGE MITE,ZZ_OTHER,42.3,21.05,10.2,9.33,5.97,5.71,2.99,1.49,0.47,0.22,0.2,0.06,0.02,0,100.01
633,0,26,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
635,0,81,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
636,0,111,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,POX,HAEMONCHOSIS,NASAL BOT,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,49.56,32.74,10.98,2.65,2.26,0.88,0.54,0.27,0.05,0.04,0.03,0.02,0,0,100.02
637,0,81,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,POX,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,HAEMONCHOSIS,PPR,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,ZZ_OTHER,61.8,11.41,10.11,9.57,2.98,2.35,0.88,0.74,0.09,0.04,0.03,0.01,0,0,100.01
776,0,42,D,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,58.51,19.04,11.53,6.95,3.37,0.37,0.21,0.01,0,0,0,0,0,0,99.99
777,0,42,D,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,58.51,19.04,11.53,6.95,3.37,0.37,0.21,0.01,0,0,0,0,0,0,99.99
780,0,27,D,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,FASCIOLOSIS,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,42.81,26.21,19.83,6.63,4.24,0.2,0.07,0.01,0,0,0,0,0,0,100
1007,0,82,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,MANGE MITE,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,POX,HAEMONCHOSIS,FASCIOLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,PPR,COENUROSIS,COWDRIOSIS,ZZ_OTHER,55.28,32.16,5.75,3.15,2.34,0.47,0.38,0.27,0.15,0.03,0.01,0,0,0,99.99
1008,0,26,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
1009,0,28,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,81.19,4.48,4.17,4.1,3.98,1.45,0.36,0.23,0.02,0,0,0,0,0,99.98
1010,0,28,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,POX,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,81.19,4.48,4.17,4.1,3.98,1.45,0.36,0.23,0.02,0,0,0,0,0,99.98
1029,0,44,D,Eddie,2/21/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,POX,MANGE MITE,PASTEUROLLOSIS,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,84.38,4.96,4.21,1.81,1.6,1.59,1.39,0.02,0.01,0.01,0.01,0,0,0,99.99
1030,0,26,D,Eddie,2/21/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,MANGE MITE,POX,HYPOCALCEMIA / PREGNANCY TOX.,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,NASAL BOT,ZZ_OTHER,61.28,16.63,13.35,6.07,1.19,0.83,0.59,0.03,0.02,0,0,0,0,0,99.99
1031,0,44,D,Eddie,2/21/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,POX,MANGE MITE,PASTEUROLLOSIS,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,ZZ_OTHER,84.38,4.96,4.21,1.81,1.6,1.59,1.39,0.02,0.01,0.01,0.01,0,0,0,99.99
1032,0,46,D,Eddie,2/21/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,POX,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,82.75,5.54,4.87,2.85,1.34,1.31,0.47,0.4,0.37,0.07,0.02,0.01,0,0,100
1371,0,9,D,Eddie,4/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,POX,NASAL BOT,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),PPR,COWDRIOSIS,ZZ_OTHER,57.84,18.82,15.29,5.32,1.65,0.44,0.35,0.15,0.06,0.05,0.02,0.01,0,0,100
4304,0,108,D,veteddie_eddie,1/17/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,NASAL BOT,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,PASTEUROLLOSIS,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,69.1456,28.4716,0.914923,0.882662,0.352907,0.202201,0.026736,0.00134555,0.0013357,0.000312251,0.000294235,2.45E-05,1.88E-05,1.18E-12,99.99996004
3116,0,113,M,veteddie_eddie,2/6/2020 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,NASAL BOT,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,COENUROSIS,POX,PASTEUROLLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,FASCIOLOSIS,COWDRIOSIS,PPR,ZZ_OTHER,49.4784,47.6938,1.97967,0.252529,0.20827,0.146894,0.12775,0.0691409,0.0288545,0.0115444,0.00302957,8.99E-05,4.05E-07,2.63E-14,99.99997268
1133,0,0,U,Eddie,2/26/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,POX,PPR,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,FASCIOLOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,85.31,10.24,3.42,0.58,0.26,0.14,0.03,0.02,0,0,0,0,0,0,100
1154,0,0,U,Eddie,3/13/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,NP,NP,P,NP,NO,NP,P,P,NP,P,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,POX,PASTEUROLLOSIS,NASAL BOT,PPR,FASCIOLOSIS,MANGE MITE,COENUROSIS,HAEMONCHOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,ZZ_OTHER,69.2,9.56,6.84,4.92,3.43,2.16,1.67,1.48,0.57,0.12,0.04,0.01,0,0,100
1324,0,0,U,Eddie,3/18/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NO,NP,NP,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,TRICHOSTRONGIULOSIS,LUNGWORM,FASCIOLOSIS,HAEMONCHOSIS,PASTEUROLLOSIS,POX,PPR,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,64.68,26.67,3.57,3.03,0.99,0.75,0.23,0.08,0,0,0,0,0,0,100
1332,0,45,D,Eddie,3/19/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,NASAL BOT,POX,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,PPR,ZZ_OTHER,58.6,19.07,15.49,5.25,0.78,0.35,0.17,0.15,0.06,0.05,0.02,0,0,0,99.99
1343,0,45,D,Eddie,3/26/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,PASTEUROLLOSIS,NASAL BOT,POX,MANGE MITE,COENUROSIS,HYPOCALCEMIA / PREGNANCY TOX.,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,PPR,ZZ_OTHER,58.6,19.07,15.49,5.25,0.78,0.35,0.17,0.15,0.06,0.05,0.02,0,0,0,99.99
1349,0,0,U,Eddie,3/26/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,FASCIOLOSIS,MANGE MITE,PASTEUROLLOSIS,POX,NASAL BOT,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,57.9,18.84,11.41,7.06,3.44,0.79,0.52,0.01,0.01,0,0,0,0,0,99.98
1350,0,0,U,Eddie,3/26/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,PASTEUROLLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),NASAL BOT,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,67.29,14.56,9.44,6.76,1.45,0.27,0.21,0.01,0.01,0,0,0,0,0,100
